Clave,Unidad,Nombre del producto,Cantidad,Precio de Compra,Precio de Venta,Reserva,Precios de venta adicionales (opcional),Información Adicional,Categoría
289,-,CAPULLITOS CHIZITO COLOR X80,9999,288.00,320.00,1,,,CAPULLITO
290,-,CAPULLITOS CHIZITO X80G,9999,288.00,320.00,1,,,CAPULLITO
291,-,CAPULLITOS LARGUITOS X80GS.,9999,288.00,320.00,1,,,CAPULLITO
292,-,CAPULLITOS MAIZ 30X20GS,9999,288.00,320.00,1,,,CAPULLITO
293,-,CAPULLITOS MAIZ X80GS.,9999,288.00,320.00,1,,,CAPULLITO
294,-,CAPULLITOS PIZZITAS X80,9999,288.00,320.00,1,,,CAPULLITO
295,-,CAPULLITOS TAPITAS X80GS.,9999,288.00,320.00,1,,,CAPULLITO
296,-,CARILO GALLETA ARROZ C/SAL,9999,1028.70,1143.00,1,,,CARILO
297,-,CARILO GALLETA ARROZ DULCE X150,9999,1028.70,1143.00,1,,,CARILO
298,-,CARILO GALLETA ARROZ S/SAL,9999,1028.70,1143.00,1,,,CARILO
299,-,*CARTAS CASINO X50 NAIPES -,9999,1475.10,1639.00,1,,,CASINO
300,-,*CARTAS CASINO X40 NAIPES-,9999,1271.70,1413.00,1,,,CASINO
301,-,CEREALKO ARROCITAS CARAMEL x55,9999,738.00,820.00,1,,,CEREALKO
302,-,CEREALKO ARROCITAS F/HIERBAS x55,9999,738.00,820.00,1,,,CEREALKO
303,-,CEREALKO ARROCITAS ORIGINAL x55,9999,738.00,820.00,1,,,CEREALKO
304,-,*CHOCMAN CLASICO X15,9999,10854.00,12060.00,1,,,CHOCMAN
305,-,*CHOCMAN BLACK X15,9999,10854.00,12060.00,1,,,CHOCMAN
306,-,*CHOCOARROZ DULCE DE LECHE X30-,9999,279.00,310.00,1,,,CHOCOARROZ
307,-,*CHOCOARROZ BLANCO X30-,9999,279.00,310.00,1,,,CHOCOARROZ
308,-,*CHOCOARROZ LIMON X30-,9999,279.00,310.00,1,,,CHOCOARROZ
309,-,*CHOCOARROZ MOUSSE X30-,9999,279.00,310.00,1,,,CHOCOARROZ
310,-,CILO LENGUITA BA—ADA X300GS.,9999,918.90,1021.00,1,,,CILO
311,-,CILO LENGUITA MEMBRILLO X400,9999,918.90,1021.00,1,,,CILO
312,-,CILO MIEL X350GS.,9999,918.90,1021.00,1,,,CILO
313,-,CILO SURTIDA X400GS.,9999,918.90,1021.00,1,,,CILO
314,-,CILO ANILLOS LIMON X400,9999,918.90,1021.00,1,,,CILO
315,-,CILO ANILLOS VAINILLA X400,9999,918.90,1021.00,1,,,CILO
316,-,CILO DOBLINAS X320,9999,918.90,1021.00,1,,,CILO
317,-,CILO LENGUITA COCO X340,9999,918.90,1021.00,1,,,CILO
318,-,CILO LENGUITA X200GS.,9999,324.90,361.00,1,,,CILO
319,-,CILO LENGUITA X400GS.,9999,918.90,1021.00,1,,,CILO
320,-,CILO PEPA BA—ADA X300GS.,9999,918.90,1021.00,1,,,CILO
321,-,CILO PEPA LIGHT X300G,9999,918.90,1021.00,1,,,CILO
322,-,CILO PEPAS X200GS.,9999,918.90,1021.00,1,,,CILO
323,-,CILO PEPAS X400GS.,9999,918.90,1021.00,1,,,CILO
324,-,CILO POLVOR AZUC. X400G,9999,918.90,1021.00,1,,,CILO
325,-,CILO POLVORON C/CHIPS X340,9999,918.90,1021.00,1,,,CILO
326,-,CILO SCONS X400G.,9999,918.90,1021.00,1,,,CILO
327,-,*CURITAS X24 UN -,9999,310.50,345.00,1,,,CURITAS
328,-,*DOLCA BANANITA 16X14GS.,9999,4957.20,5508.00,1,,,DOLCA
329,-,*DOLCA BANANITA 16X30GS.-,9999,5593.50,6215.00,1,,,DOLCA
330,-,*CAFÉ DOLCA X50 GR -,9999,2277.00,2530.00,1,,,DOLCA
331,-,*CAFÉ DOLCA SUAVE X50 GR-,9999,2277.00,2530.00,1,,,DOLCA
332,-,*CAFÉ DOLCA X100 GR,9999,3312.00,3680.00,1,,,DOLCA
333,-,*CAFÉ DOLCA SUAVE X100 GR,9999,3312.00,3680.00,1,,,DOLCA
334,-,*CAFE DOLCA X170 GR,9999,5154.30,5727.00,1,,,DOLCA
335,-,*CAFÉ DOLCA SUAVE X170 GR,9999,5154.30,5727.00,1,,,DOLCA
336,-,-DON RAUL PALMERITAS X200GR,9999,887.40,986.00,1,,,DON RAUL
337,-,*DORIN''S CORAZONCITOS CLASICO X20U.-,9999,2949.30,3277.00,1,,,DORINS
338,-,*DORIN''S CORAZONCITOS FRAMBUESA X20U.-,9999,2949.30,3277.00,1,,,DORINS
339,-,*DORIN''S CORAZONCITOS MIX X20U.-,9999,2949.30,3277.00,1,,,DORINS
340,-,*DORIN''S CORAZONCITOS MARACUYA MIX X20U.-,9999,2949.30,3277.00,1,,,DORINS
341,-,*DORIN''S CORAZONCITOS FRUTILLA MIX X20U.-,9999,2949.30,3277.00,1,,,DORINS
342,-,*DOVE JABON 90gr-,9999,1076.40,1196.00,1,,,DOVE
343,-,*DESODORANTE DOVE X12,9999,2173.50,2415.00,1,,,DOVE
348,-,DUCADOS BUDIN X300 CHOCOL C/CHIP,9999,1609.20,1788.00,1,,,DUCADOS
349,-,DUCADOS BUDIN X300 D/LECHE C/CHIP,9999,1609.20,1788.00,1,,,DUCADOS
350,-,DUCADOS BUDIN X300 GALES,9999,1609.20,1788.00,1,,,DUCADOS
351,-,DUCADOS BUDIN X300 LIMON C/SEMILLA,9999,1609.20,1788.00,1,,,DUCADOS
352,-,DUCADOS BUDIN X300 NARANJA C/CASC,9999,1609.20,1788.00,1,,,DUCADOS
353,-,DUCADOS BUDIN X300 RELL MARACUYA,9999,1609.20,1788.00,1,,,DUCADOS
354,-,DUCADOS BUDIN X300 VAINILLA C/FRUTA,9999,1609.20,1788.00,1,,,DUCADOS
355,-,DUCADOS BUDIN X300 VIT C/SEMILLAS,9999,1609.20,1788.00,1,,,DUCADOS
356,-,DUCADOS BUDIN X350 RELL D/LECHE,9999,1609.20,1788.00,1,,,DUCADOS
357,-,DUCADOS BUDIN X350 RELL F/BOSQUE,9999,1609.20,1788.00,1,,,DUCADOS
358,-,DUCADOS BUDIN X350 RELL MANZANA,9999,1609.20,1788.00,1,,,DUCADOS
359,-,DUCADOS BUDIN X350 RELL MARROC,9999,1609.20,1788.00,1,,,DUCADOS
360,-,*PILAS DURACEL AA X14 U-,9999,688.50,765.00,1,,,DURACEL
361,-,*PILAS DURACEL AAA X14 U -,9999,688.50,765.00,1,,,DURACEL
362,-,EDRA PEPAS X180GS.,9999,389.70,433.00,1,,,EDRA
363,-,EDRA PEPAS X350GS.,9999,762.30,847.00,1,,,EDRA
364,-,*PAÑUELITOS ELEGANTE-,9999,0.00,0.00,1,,,ELEGANTE
365,-,*PAÑUELITOS ELITE -,9999,931.50,1035.00,1,,,ELITE
366,-,*PILAS ENERGIZER AA X10 U-,9999,558.90,621.00,1,,,ENERGIZER
367,-,*PILAS ENERGIZER AAA X10 U-,9999,558.90,621.00,1,,,ENERGIZER
368,-,FACHITAS TAPITAS X200GS,9999,800.10,889.00,1,,,FACHITAS
369,-,FACHITAS TAPITAS X400GS,9999,1530.00,1700.00,1,,,FACHITAS
370,-,FACHITAS CORON CH/BCO X140,9999,646.20,718.00,1,,,FACHITAS
371,-,FACHITAS CORON CHOCOL X140,9999,646.20,718.00,1,,,FACHITAS
372,-,FACHITAS CORON D/LECHE X140,9999,646.20,718.00,1,,,FACHITAS
373,-,FACHITAS CORON DURAZNO X140,9999,646.20,718.00,1,,,FACHITAS
374,-,FACHITAS CORON F/BOSQUE X140,9999,646.20,718.00,1,,,FACHITAS
375,-,FACHITAS CORON FRAMBU X140,9999,646.20,718.00,1,,,FACHITAS
376,-,FACHITAS CORON FRUTILLA X140,9999,646.20,718.00,1,,,FACHITAS
377,-,FACHITAS CORON LIMON X140,9999,646.20,718.00,1,,,FACHITAS
378,-,FACHITAS CORON VAINILLA X140,9999,646.20,718.00,1,,,FACHITAS
379,-,FANTOCHE ALF TRIPLE BLANCO X1,9999,524.70,583.00,1,,,FANTOCHE
380,-,FANTOCHE ALF TRIPLE NEGRO X1,9999,524.70,583.00,1,,,FANTOCHE
381,-,FANTOCHE ESPUMITA X300G,9999,897.30,997.00,1,,,FANTOCHE
382,-,FANTOCHE HOROSCOPO X300,9999,1008.00,1120.00,1,,,FANTOCHE
383,-,FANTOCHE MARMOLADA X350,9999,1008.00,1120.00,1,,,FANTOCHE
384,-,FANTOCHE YAYITA BLACK X250,9999,1008.00,1120.00,1,,,FANTOCHE
385,-,FANTOCHE YAYITA X275GS.,9999,1008.00,1120.00,1,,,FANTOCHE
386,-,FANTOCHE ESPUMITA X300G,9999,897.30,997.00,1,,,FANTOCHE
387,-,FANTOCHE HOROSCOPO X300,9999,1008.00,1120.00,1,,,FANTOCHE
388,-,FANTOCHE MARMOLADA X350,9999,1008.00,1120.00,1,,,FANTOCHE
389,-,FANTOCHE YAYITA BLACK X250,9999,1008.00,1120.00,1,,,FANTOCHE
390,-,FANTOCHE YAYITA X275GS.,9999,1008.00,1120.00,1,,,FANTOCHE
391,-,"REFRESCO TUTI X 12U ",9999,5094.00,5660.00,1,,,"FELFORT "
392,-,REFREZCO ROJO X12 U,9999,5094.00,5660.00,1,,,"FELFORT "
393,-,"REFREZCO MANDARINA X12 U ",9999,5094.00,5660.00,1,,,"FELFORT "
394,-,"REFREZCO NARANJA X12 U ",9999,5094.00,5660.00,1,,,"FELFORT "
395,-,"REFREZCO MENTOL X12 U ",9999,5094.00,5660.00,1,,,"FELFORT "
396,-,FELF. LICORFORT WHISKY X15,9999,0.00,0.00,1,,,"FELFORT "
397,-,FELFORT BOC. CERICET X24,9999,0.00,0.00,1,,,"FELFORT "
398,-,FELFORT BOTELLITA X20U,9999,0.00,0.00,1,,,"FELFORT "
399,-,FELFORT DOS CORAZONES X20U,9999,19363.50,21515.00,1,,,"FELFORT "
400,-,FELFORT FEELING X30,9999,14931.00,16590.00,1,,,"FELFORT "
401,-,FELFORT JACKELIN X15,9999,10629.00,11810.00,1,,,"FELFORT "
402,-,FELFORT JACKELIN X30,9999,23400.00,26000.00,1,,,"FELFORT "
403,-,"FELFORT KOOKY BOM X30U. ",9999,6966.00,7740.00,1,,,"FELFORT "
404,-,FELFORT LICORITAS X25U,9999,24654.60,27394.00,1,,,"FELFORT "
405,-,FELFORT MARROC X60U,9999,32124.60,35694.00,1,,,"FELFORT "
406,-,FELFORT MEDALLON D/LECHE X20,9999,14166.00,15740.00,1,,,"FELFORT "
407,-,FELFORT MENTITAS X30,9999,13408.20,14898.00,1,,,"FELFORT "
408,-,FELFORT PARAGUITAS X20,9999,0.00,0.00,1,,,"FELFORT "
409,-,FELFORT PARAGUITAS X40U,9999,21996.00,24440.00,1,,,"FELFORT "
410,-,FELFORT PIRATAS X60,9999,20304.00,22560.00,1,,,"FELFORT "
411,-,FELFORT TAB. C/MANI X250G,9999,9540.00,10600.00,1,,,"FELFORT "
412,-,FELFORT TAB. L Y M 10X75G,9999,31680.00,35200.00,1,,,"FELFORT "
413,-,FELFORT TURRONCINO 5 CER X30,9999,39128.40,43476.00,1,,,"FELFORT "
414,-,FELFORT TURRONCINO X30,9999,39128.40,43476.00,1,,,"FELFORT "
415,-,FELFORT CHUPELATIN X32,9999,27544.50,30605.00,1,,,"FELFORT "
416,-,FELFORT TIVIS X20,9999,14544.00,16160.00,1,,,"FELFORT "
417,-,FELFORT C/FORT ACTION X24,9999,10238.40,11376.00,1,,,"FELFORT "
418,-,FELFORT C/FORT CHOCOLATE X24,9999,10238.40,11376.00,1,,,"FELFORT "
419,-,FELFORT C/FORT CROCO  X24,9999,10238.40,11376.00,1,,,"FELFORT "
420,-,FELFORT C/FORT FLEKOS X24,9999,10238.40,11376.00,1,,,"FELFORT "
421,-,FELFORT C/FORT FRUTILLA X24,9999,10238.40,11376.00,1,,,"FELFORT "
422,-,FELFORT C/FORT FRUTOS-ROJOS X24,9999,10238.40,11376.00,1,,,"FELFORT "
423,-,FELFORT C/FORT GRAN RICO X24,9999,10238.40,11376.00,1,,,"FELFORT "
424,-,FELFORT C/FORT LADIES,9999,10238.40,11376.00,1,,,"FELFORT "
425,-,FELFORT C/FORT MANZANA X24,9999,10238.40,11376.00,1,,,"FELFORT "
426,-,FELFORT C/FORT NUTRI X24,9999,10238.40,11376.00,1,,,"FELFORT "
427,-,FELFORT C/FORT ROJO X24,9999,10238.40,11376.00,1,,,"FELFORT "
428,-,FELFORT C/FORT YOG. ANANA X24,9999,10238.40,11376.00,1,,,"FELFORT "
429,-,FELFORT BARRITA CHOCO/MANI 24X20,9999,0.00,0.00,1,,,"FELFORT "
430,-,FELFORT BARRITA NEGRO 30X16,9999,0.00,0.00,1,,,"FELFORT "
431,-,FELFORT BARRITA BLANCO 30X16,9999,0.00,0.00,1,,,"FELFORT "
432,-,FELFORT ESPACIAL FORT X20 U,9999,0.00,0.00,1,,,"FELFORT "
433,-,FELFORT NOBEL 15X35 GF,9999,21667.50,24075.00,1,,,"FELFORT "
434,-,FELFORT HUEVO JACK,9999,0.00,0.00,1,,,"FELFORT "
435,-,FELFORT DIABFORT X20 X50GR,9999,0.00,0.00,1,,,"FELFORT "
436,-,*FERNET BRANCA x750-,9999,0.00,0.00,1,,,FERNET
437,-,*KINDER JOY -,9999,1373.40,1526.00,1,,,FERRERO
438,-,*KINDER X12 NENE -,9999,1323.00,1470.00,1,,,FERRERO
439,-,*KINDER X12 NENA -,9999,1323.00,1470.00,1,,,FERRERO
440,-,*KINDER MAXI X10 U -,9999,6408.00,7120.00,1,,,FERRERO
441,-,*KINDER BUENO WHITE X10 U -,9999,1678.50,1865.00,1,,,FERRERO
442,-,*KINDER BUENO  X10 U -,9999,1678.50,1865.00,1,,,FERRERO
443,-,*KINDER BARRA 20X50GR GRS-,9999,1505.70,1673.00,1,,,FERRERO
444,-,*FERRERO ROCHER 3X16-,9999,1684.80,1872.00,1,,,FERRERO
445,-,*FERRERO ROCHER ACRILICO-,9999,0.00,0.00,1,,,FERRERO
446,-,*FERRERO ROCHER ACRILICO X12-,9999,7069.50,7855.00,1,,,FERRERO
447,-,*FERRERO ROCHER X24U.-,9999,13729.50,15255.00,1,,,FERRERO
448,-,*FERRERO ROCHER X8U.-,9999,5034.60,5594.00,1,,,FERRERO
449,-,*FERRERO ROCHER X4U.-,9999,2440.80,2712.00,1,,,FERRERO
450,-,*TIC TAC MENTA fuerte X12 U-,9999,5850.00,6500.00,1,,,FERRERO
451,-,*TIC TAC NARANJA X12 U-,9999,5850.00,6500.00,1,,,FERRERO
452,-,*TIC TAC MIX X12U-,9999,5850.00,6500.00,1,,,FERRERO
453,-,*TIC TAC FRUTILLA X12 U-,9999,5850.00,6500.00,1,,,FERRERO
454,-,*TIC TAC MENTA X12 U-,9999,5850.00,6500.00,1,,,FERRERO
455,-,*KINDER BARRITA X24U-,9999,10729.80,11922.00,1,,,FERRERO
456,-,FOR-VAN FORMULA 20X160 F/P,9999,8327.70,9253.00,1,,,FOR-VAN
457,-,FOR-VAN VAN 1 20X160 F/P,9999,7857.00,8730.00,1,,,FOR-VAN
458,-,FOR-VAN CHOCOVAN X130G.,9999,504.00,560.00,1,,,FOR-VAN
459,-,FOR-VAN VAN 1 X200GS.,9999,542.70,603.00,1,,,FOR-VAN
460,-,FOR-VAN VAN 1 X330GS.,9999,857.70,953.00,1,,,FOR-VAN
461,-,*FUN POP X12U.-,9999,1478.70,1643.00,1,,,FUN
462,-,*LA GALLINA COQUITA X8U.-,9999,2124.00,2360.00,1,,,FUN
463,-,*WATER POP X8 U -,9999,1890.00,2100.00,1,,,FUN
464,-,*CATZ FUN X6U.-,9999,1818.00,2020.00,1,,,FUN
465,-,*PUPPY HOUSSE X8U-,9999,1917.00,2130.00,1,,,FUN
466,-,*CATY HOUSE X8 U -,9999,1917.00,2130.00,1,,,FUN
467,-,*SHARK POP X8U.-,9999,2028.60,2254.00,1,,,FUN
468,-,*FUN GALLINA CHICKEN CHAT X16 U-,9999,2123.10,2359.00,1,,,FUN
469,-,*FROSTY POP X8U.-,9999,1641.60,1824.00,1,,,FUN
470,-,*LION POPS X8U.-,9999,2160.00,2400.00,1,,,FUN
471,-,*BUBBLE ROLL X8U.-,9999,1620.00,1800.00,1,,,FUN
472,-,*BUBBLE ROLL SURTIDO X8U.-,9999,1620.00,1800.00,1,,,FUN
473,-,*AIR POP X9-,9999,2225.70,2473.00,1,,,FUN
474,-,*WACKY MONKEY X8-,9999,2225.70,2473.00,1,,,FUN
475,-,*PUNCHY MONKEY X8U.-,9999,2225.70,2473.00,1,,,FUN
476,-,*EMOTI POP X9-,9999,1530.00,1700.00,1,,,FUN
477,-,*SPORT POP X6U.-,9999,1530.00,1700.00,1,,,FUN
479,-,*TWISTER POP X8-,9999,1640.70,1823.00,1,,,FUN
480,-,*COCO POPS X8U.-,9999,1746.00,1940.00,1,,,FUN
481,-,*CATCH POP X8U.-,9999,1530.00,1700.00,1,,,FUN
482,-,*DOGGY POP-,9999,2160.00,2400.00,1,,,FUN
483,-,*LASER POP X6U. MONSTER-,9999,9900.00,11000.00,1,,,FUN
484,-,*UNI POP X9U.-,9999,1782.00,1980.00,1,,,FUN
485,-,*OKIPOPS X16U.-,9999,0.00,0.00,1,,,FUN
486,-,*OKIS HUEVOS X12U.-,9999,0.00,0.00,1,,,FUN
487,-,*OKIS HUEVOS X6U.-,9999,0.00,0.00,1,,,FUN
488,-,*KREEPY POP X8 U-,9999,873.00,970.00,1,,,FUN
489,-,*CRAZY POP TIRA NARANJA X20 U -,9999,373.50,415.00,1,,,FUN
490,-,*CRAZY POP TIRA MANZANA X20 U-,9999,373.50,415.00,1,,,FUN
491,-,*CRAZI POP TIRA UVA X20 U -,9999,373.50,415.00,1,,,FUN
492,-,*CRAZY POP TIRA FRUTILLA X20 U-,9999,373.50,415.00,1,,,FUN
493,-,*MEGA WATER POP X4-,9999,2191.50,2435.00,1,,,FUN
494,-,*GUMMY ZONE BURGER X24-,9999,4100.40,4556.00,1,,,FUN
495,-,*GUMMY ZONE DOGGIE X24U.-,9999,4100.40,4556.00,1,,,FUN
496,-,*GUMMY ZONE MINI PIZZA X24U.-,9999,7650.00,8500.00,1,,,FUN
497,-,*CANDELA ENCENDEDOR X25U.-,9999,5034.60,5594.00,1,,,FUN
498,-,*ENCENDEDOR BX7 x50un-,9999,441.00,490.00,1,,,FUN
499,-,*ENCENDEDOR SHARK-,9999,4831.20,5368.00,1,,,FUN
500,-,*CANDELA VENGALA X4 U -,9999,1833.30,2037.00,1,,,FUN
501,-,*GUMMY PIZZA XXL X24,9999,13158.00,14620.00,1,,,FUN
502,-,FUTURO MINIPEPA X150GS.,9999,364.50,405.00,1,,,FUTURO
503,-,FUTURO PEPA X170GS.,9999,360.00,400.00,1,,,FUTURO
504,-,FUTURO PEPA X1K.,9999,2034.00,2260.00,1,,,FUTURO
505,-,FUTURO PEPA X300GS.,9999,594.00,660.00,1,,,FUTURO
506,-,*GAROTO BOMBON X250G-,9999,4036.50,4485.00,1,,,GAROTO
507,-,"FLYN PAFF GOMITAS SURTIDAS X12 U ",9999,1551.60,1724.00,1,,,GEORGALOS
508,-,"FLYN PAFF GOMITAS TUTI X12 U ",9999,1551.60,1724.00,1,,,GEORGALOS
509,-,"FLYN PAFF GOMITAS SPORT X12 U ",9999,1551.60,1724.00,1,,,GEORGALOS
510,-,*STANI LA YAPA X36U.-,9999,5863.50,6515.00,1,,,GEORGALOS
511,-,GEO. FLYNN PAFF CONFITADO ACIDO X6,9999,2766.60,3074.00,1,,,GEORGALOS
512,-,GEO. FLYNN PAFF CONFITADO X6,9999,2766.60,3074.00,1,,,GEORGALOS
513,-,"FLYNN PAFF XXL ",9999,0.00,0.00,1,,,GEORGALOS
514,-,*GEO. FLYNN PAFF X70 ANANA-,9999,3415.50,3795.00,1,,,GEORGALOS
515,-,*GEO. FLYNN PAFF X70 BANANA-,9999,3415.50,3795.00,1,,,GEORGALOS
516,-,*GEO. FLYNN PAFF X70 FRUTILLA-,9999,3415.50,3795.00,1,,,GEORGALOS
517,-,*GEO. FLYNN PAFF X70 FRUTILLA /VAINILLA-,9999,3415.50,3795.00,1,,,GEORGALOS
518,-,*GEO. FLYNN PAFF X70 MANZANA-,9999,3415.50,3795.00,1,,,GEORGALOS
519,-,*GEO. FLYNN PAFF X70 PINTA-LENGUA-,9999,3415.50,3795.00,1,,,GEORGALOS
520,-,*GEO. FLYNN PAFF X70 TUTI-,9999,3415.50,3795.00,1,,,GEORGALOS
521,-,*GEO. FLYNN PAFF X70 UVA-,9999,3415.50,3795.00,1,,,GEORGALOS
522,-,*GEO. FLYNN PAFF X70 YOGUR FRUTILLA DURAZNO-,9999,3415.50,3795.00,1,,,GEORGALOS
523,-,*GEO. FLYNN PAFF X70 YOGUR FRUTILLA BANANA-,9999,3415.50,3795.00,1,,,GEORGALOS
524,-,*GEO. FLYNN PAFF ANANA TROPICAL X70 -,9999,3415.50,3795.00,1,,,GEORGALOS
525,-,*GEO. FLYNN PAFF LIMA BERRY X70 -,9999,3415.50,3795.00,1,,,GEORGALOS
526,-,*GEO. FLYNN PAFF LIMA LIMON X70 -,9999,3415.50,3795.00,1,,,GEORGALOS
527,-,*FULL MANI X100-,9999,0.00,0.00,1,,,GEORGALOS
528,-,*FULL MANI X160-,9999,2673.00,2970.00,1,,,GEORGALOS
529,-,*FULL MANI X35 GRS-,9999,0.00,0.00,1,,,GEORGALOS
530,-,*STANI MEDIA HORA X200U.-,9999,7812.90,8681.00,1,,,GEORGALOS
531,-,*STANI PALITO SELVA X600GS.-,9999,4916.70,5463.00,1,,,GEORGALOS
532,-,CHUPETIN PALITO DE LA SELVA X 24 U,9999,3294.00,3660.00,1,,,GEORGALOS
533,-,*MANTECOL BAÑADO X20GS.,9999,450.00,500.00,1,,,GEORGALOS
534,-,*MANTECOL X26GS.-,9999,459.00,510.00,1,,,GEORGALOS
535,-,*MANTECOL X41GS.-,9999,631.80,702.00,1,,,GEORGALOS
536,-,*MANTECOL X64G.-,9999,765.00,850.00,1,,,GEORGALOS
537,-,*MANTECOL X110 GRS-,9999,1345.50,1495.00,1,,,GEORGALOS
538,-,*GILLETE PRESTOBARBA ULTRA GRIP X20-,9999,855.00,950.00,1,,,GILLETE
539,-,*GILLETE PRESTOBARBA TRES FILOS X10 -,9999,1525.50,1695.00,1,,,GILLETE
540,-,*GILLETE PRESTOBARBA X2 VEREDE,9999,2847.60,3164.00,1,,,GILLETE
541,-,*ODORONO REXONA -,9999,0.00,0.00,1,,,GILLETE
542,-,"GLIN""S CELOSAS X230GS.",9999,771.30,857.00,1,,,GLINS
543,-,GLIN`S CELOSAS X110GS.,9999,385.20,428.00,1,,,GLINS
544,-,GLIN`S CELOSAS X350GS.,9999,1156.50,1285.00,1,,,GLINS
545,-,GLIN`S RELLENAS X200 FRUTILLA,9999,0.00,0.00,1,,,GLINS
546,-,GLIN`S RELLENAS X90GS. FRUTILLA,9999,0.00,0.00,1,,,GLINS
547,-,GOLOMIX GOMA X800 BANANA,9999,3244.50,3605.00,1,,,GOLOMIX
548,-,GOLOMIX GOMA X800 EUCALIPTO,9999,3244.50,3605.00,1,,,GOLOMIX
549,-,"GOLOMIX GOMA X800 FRUTAL ",9999,3244.50,3605.00,1,,,GOLOMIX
550,-,GOLOMIX GOMA X800 GUSANITOS,9999,3244.50,3605.00,1,,,GOLOMIX
551,-,"GOLOMIX GOMA X800 MENTOL ",9999,3244.50,3605.00,1,,,GOLOMIX
552,-,GOLOMIX GOMA X800 MINIFRUTAL,9999,3244.50,3605.00,1,,,GOLOMIX
553,-,"GOLOMIX GOMA X800 RODAJAS ",9999,3244.50,3605.00,1,,,GOLOMIX
554,-,GOLOMIX GOMA X800 ROSA,9999,3244.50,3605.00,1,,,GOLOMIX
555,-,GOLOMIX GOMA X800 SUPER MENTOL,9999,3244.50,3605.00,1,,,GOLOMIX
556,-,"GOLOMIX X800 OROZUS ",9999,4647.60,5164.00,1,,,GOLOMIX
557,-,*GONGYS X28 GS -,9999,225.00,250.00,1,,,GONGYS
558,-,*GOOD SHOW PAPAS CLASICAS X63GR,9999,702.00,780.00,1,,,GOOD SHOW
559,-,*GOOD SHOW PALITOS SALADOS 100GR,9999,702.00,780.00,1,,,GOOD SHOW
560,-,*GOOD SHOW PAPAS HUEVO FTO 63GR,9999,702.00,780.00,1,,,GOOD SHOW
561,-,*GOOD SHOW PAPAS AMERICANAS X63GR,9999,702.00,780.00,1,,,GOOD SHOW
562,-,*GOOD SHOW PAPAS PAY 63GR,9999,702.00,780.00,1,,,GOOD SHOW
563,-,*GOOD SHOW CHIZITOS 63RG,9999,702.00,780.00,1,,,GOOD SHOW
564,-,*GOOD SHOW PAPAS RUSTICAS 93GR,9999,1008.00,1120.00,1,,,GOOD SHOW
565,-,*GOOD SHOW PAPAS AMERICANAS X500GR,9999,3330.00,3700.00,1,,,GOOD SHOW
566,-,*GOOD SHOW PAPAS JAMON SERRANO X63GR,9999,702.00,780.00,1,,,GOOD SHOW
567,-,*GOOD SHOW PAPAS CLASICAS X500GR,9999,3330.00,3700.00,1,,,GOOD SHOW
568,-,*GOOD SHOW CHEDDAR 63GR,9999,702.00,780.00,1,,,GOOD SHOW
569,-,GRANIX FRUTIG C/PASAS X250,9999,1134.00,1260.00,1,,,GRANIX
570,-,GRANIX FRUTIG C/CHIPS x255,9999,1679.40,1866.00,1,,,GRANIX
571,-,GRANIX FRUTIG SALVADO  X250,9999,916.20,1018.00,1,,,GRANIX
572,-,GRANIX FRUTIG SEM.CHIA X240,9999,1102.50,1225.00,1,,,GRANIX
573,-,GRANIX FRUTIG SEM/SESAMO X260,9999,1102.50,1225.00,1,,,GRANIX
574,-,GRANIX FRUTIG F/ROJOS X250,9999,1678.50,1865.00,1,,,GRANIX
575,-,GRANIX FRUTIG TROPICAL X250GS.,9999,1679.40,1866.00,1,,,GRANIX
576,-,GRANIX SESAMO S/SAL X175,9999,711.00,790.00,1,,,GRANIX
577,-,GRANIX CEREAL X185GS.,9999,686.70,763.00,1,,,GRANIX
579,-,GRANIX GRANAGUA SANWICH x600,9999,2109.60,2344.00,1,,,GRANIX
580,-,GRANIX GRANAGUA X200GS.,9999,733.50,815.00,1,,,GRANIX
581,-,GRANIX LINO X185GS.,9999,665.10,739.00,1,,,GRANIX
582,-,GRANIX SALVADO S/SAL X230,9999,817.20,908.00,1,,,GRANIX
583,-,GRANIX SALVADO X135G.,9999,551.70,613.00,1,,,GRANIX
584,-,GRANIX SALVADO X240GS.,9999,886.50,985.00,1,,,GRANIX
585,-,GRANIX SALVADO X720G.,9999,2427.30,2697.00,1,,,GRANIX
586,-,GRANIX SEMOLADA X420GS.,9999,0.00,0.00,1,,,GRANIX
587,-,GRANIX SESAMO X185GS.,9999,696.60,774.00,1,,,GRANIX
588,-,GRANIX SIN SAL X140G.,9999,509.40,566.00,1,,,GRANIX
589,-,GRANIX SIN SAL X185GS.,9999,678.60,754.00,1,,,GRANIX
590,-,GRANIX SIN SAL X555GS.,9999,1922.40,2136.00,1,,,GRANIX
591,-,GRANIX SURTIDO FIESTA X350,9999,1193.40,1326.00,1,,,GRANIX
592,-,"GUAYMALLEN NEGRO X40 U ",9999,6688.80,7432.00,1,,,GUAYMALLEN
593,-,"GUAYMALLEN BLANCO X40 U ",9999,6688.80,7432.00,1,,,GUAYMALLEN
594,-,"GUAYMALLEN FRUTA X40 U ",9999,6688.80,7432.00,1,,,GUAYMALLEN
595,-,GUAYMALLEN TRI BLANCO X24 U,9999,6688.80,7432.00,1,,,GUAYMALLEN
596,-,"GUAYMALLEN TRI NEGRO X24U ",9999,6688.80,7432.00,1,,,GUAYMALLEN
