id,nombre,costo,precio_venta
445,*FERRERO ROCHER X4U.-,2440.8,2712.0
446,*TIC TAC MENTA fuerte X12 U-,5850.0,6500.0
447,*TIC TAC NARANJA X12 U-,5850.0,6500.0
448,*TIC TAC MIX X12U-,5850.0,6500.0
449,*TIC TAC FRUTILLA X12 U-,5850.0,6500.0
450,*TIC TAC MENTA X12 U-,5850.0,6500.0
451,*KINDER BARRITA X24U-,10729.8,11922.0
452,FOR-VAN FORMULA 20X160 F/P,8327.7,9253.0
453,FOR-VAN VAN 1 20X160 F/P,7857.0,8730.0
454,FOR-VAN CHOCOVAN X130G.,504.0,560.0
455,FOR-VAN VAN 1 X200GS.,542.7,603.0
456,FOR-VAN VAN 1 X330GS.,857.7,953.0
457,*FUN POP X12U.-,1478.7,1643.0
458,*LA GALLINA COQUITA X8U.-,2124.0,2360.0
459,*WATER POP X8 U -,1890.0,2100.0
460,*CATZ FUN X6U.-,1818.0,2020.0
461,*PUPPY HOUSSE X8U-,1917.0,2130.0
462,*CATY HOUSE X8 U -,1917.0,2130.0
463,*SHARK POP X8U.-,2028.6,2254.0
464,*FUN GALLINA CHICKEN CHAT X16 U-,2123.1,2359.0
465,*FROSTY POP X8U.-,1641.6,1824.0
466,*LION POPS X8U.-,2160.0,2400.0
467,*BUBBLE ROLL X8U.-,1620.0,1800.0
468,*BUBBLE ROLL SURTIDO X8U.-,1620.0,1800.0
469,*AIR POP X9-,2225.7,2473.0
470,*WACKY MONKEY X8-,2225.7,2473.0
471,*PUNCHY MONKEY X8U.-,2225.7,2473.0
472,*EMOTI POP X9-,1530.0,1700.0
473,*SPORT POP X6U.-,1530.0,1700.0
474,*TWISTER POP X8-,1640.7,1823.0
475,*COCO POPS X8U.-,1746.0,1940.0
476,*CATCH POP X8U.-,1530.0,1700.0
477,*DOGGY POP-,2160.0,2400.0
478,*LASER POP X6U. MONSTER-,9900.0,11000.0
479,*UNI POP X9U.-,1782.0,1980.0
480,*OKIPOPS X16U.-,0.0,0.0
481,*OKIS HUEVOS X12U.-,0.0,0.0
482,*OKIS HUEVOS X6U.-,0.0,0.0
483,*KREEPY POP X8 U-,873.0,970.0
484,*CRAZY POP TIRA NARANJA X20 U -,373.5,415.0
485,*CRAZY POP TIRA MANZANA X20 U-,373.5,415.0
486,*CRAZI POP TIRA UVA X20 U -,373.5,415.0
487,*CRAZY POP TIRA FRUTILLA X20 U-,373.5,415.0
488,*MEGA WATER POP X4-,2191.5,2435.0
489,*GUMMY ZONE BURGER X24-,4100.4,4556.0
490,*GUMMY ZONE DOGGIE X24U.-,4100.4,4556.0
491,*GUMMY ZONE MINI PIZZA X24U.-,7650.0,8500.0
492,*CANDELA ENCENDEDOR X25U.-,5034.6,5594.0
493,*ENCENDEDOR BX7 x50un-,441.0,490.0
494,*ENCENDEDOR SHARK-,4831.2,5368.0
495,*CANDELA VENGALA X4 U -,1833.3,2037.0
496,*GUMMY PIZZA XXL X24,13158.0,14620.0
497,FUTURO MINIPEPA X150GS.,364.5,405.0
498,FUTURO PEPA X170GS.,360.0,400.0
499,FUTURO PEPA X1K.,2034.0,2260.0
500,FUTURO PEPA X300GS.,594.0,660.0
501,*GAROTO BOMBON X250G-,4036.5,4485.0
502,FLYN PAFF GOMITAS SURTIDAS X12 U ,1551.6,1724.0
503,FLYN PAFF GOMITAS TUTI X12 U ,1551.6,1724.0
504,FLYN PAFF GOMITAS SPORT X12 U ,1551.6,1724.0
505,*STANI LA YAPA X36U.-,5863.5,6515.0
506,GEO. FLYNN PAFF CONFITADO ACIDO X6,2766.6,3074.0
507,GEO. FLYNN PAFF CONFITADO X6,2766.6,3074.0
508,FLYNN PAFF XXL ,0.0,0.0
509,*GEO. FLYNN PAFF X70 ANANA-,3415.5,3795.0
510,*GEO. FLYNN PAFF X70 BANANA-,3415.5,3795.0
511,*GEO. FLYNN PAFF X70 FRUTILLA-,3415.5,3795.0
512,*GEO. FLYNN PAFF X70 FRUTILLA /VAINILLA-,3415.5,3795.0
513,*GEO. FLYNN PAFF X70 MANZANA-,3415.5,3795.0
514,*GEO. FLYNN PAFF X70 PINTA-LENGUA-,3415.5,3795.0
515,*GEO. FLYNN PAFF X70 TUTI-,3415.5,3795.0
516,*GEO. FLYNN PAFF X70 UVA-,3415.5,3795.0
517,*GEO. FLYNN PAFF X70 YOGUR FRUTILLA DURAZNO-,3415.5,3795.0
518,*GEO. FLYNN PAFF X70 YOGUR FRUTILLA BANANA-,3415.5,3795.0
519,*GEO. FLYNN PAFF ANANA TROPICAL X70 -,3415.5,3795.0
520,*GEO. FLYNN PAFF LIMA BERRY X70 -,3415.5,3795.0
521,*GEO. FLYNN PAFF LIMA LIMON X70 -,3415.5,3795.0
522,*FULL MANI X100-,0.0,0.0
523,*FULL MANI X160-,2673.0,2970.0
524,*FULL MANI X35 GRS-,0.0,0.0
525,*STANI MEDIA HORA X200U.-,7812.9,8681.0
526,*STANI PALITO SELVA X600GS.-,4916.7,5463.0
527,CHUPETIN PALITO DE LA SELVA X 24 U,3294.0,3660.0
528,*MANTECOL BAÑADO X20GS.,450.0,500.0
529,*MANTECOL X26GS.-,459.0,510.0
530,*MANTECOL X41GS.-,631.8,702.0
531,*MANTECOL X64G.-,765.0,850.0
532,*MANTECOL X110 GRS-,1345.5,1495.0
533,*GILLETE PRESTOBARBA ULTRA GRIP X20-,855.0,950.0
534,*GILLETE PRESTOBARBA TRES FILOS X10 -,1525.5,1695.0
535,*GILLETE PRESTOBARBA X2 VEREDE,2847.6,3164.0
536,*ODORONO REXONA -,0.0,0.0
537,"GLIN""S CELOSAS X230GS.",771.3,857.0
538,GLIN`S CELOSAS X110GS.,385.2,428.0
539,GLIN`S CELOSAS X350GS.,1156.5,1285.0
540,GLIN`S RELLENAS X200 FRUTILLA,0.0,0.0
541,GLIN`S RELLENAS X90GS. FRUTILLA,0.0,0.0
542,GOLOMIX GOMA X800 BANANA,3244.5,3605.0
543,GOLOMIX GOMA X800 EUCALIPTO,3244.5,3605.0
544,GOLOMIX GOMA X800 FRUTAL ,3244.5,3605.0
545,GOLOMIX GOMA X800 GUSANITOS,3244.5,3605.0
546,GOLOMIX GOMA X800 MENTOL ,3244.5,3605.0
547,GOLOMIX GOMA X800 MINIFRUTAL,3244.5,3605.0
548,GOLOMIX GOMA X800 RODAJAS ,3244.5,3605.0
549,GOLOMIX GOMA X800 ROSA,3244.5,3605.0
550,GOLOMIX GOMA X800 SUPER MENTOL,3244.5,3605.0
551,GOLOMIX X800 OROZUS ,4647.6,5164.0
552,*GONGYS X28 GS -,225.0,250.0
553,*GOOD SHOW PAPAS CLASICAS X63GR,702.0,780.0
554,*GOOD SHOW PALITOS SALADOS 100GR,702.0,780.0
555,*GOOD SHOW PAPAS HUEVO FTO 63GR,702.0,780.0
556,*GOOD SHOW PAPAS AMERICANAS X63GR,702.0,780.0
557,*GOOD SHOW PAPAS PAY 63GR,702.0,780.0
558,*GOOD SHOW CHIZITOS 63RG,702.0,780.0
559,*GOOD SHOW PAPAS RUSTICAS 93GR,1008.0,1120.0
560,*GOOD SHOW PAPAS AMERICANAS X500GR,3330.0,3700.0
561,*GOOD SHOW PAPAS JAMON SERRANO X63GR,702.0,780.0
562,*GOOD SHOW PAPAS CLASICAS X500GR,3330.0,3700.0
563,*GOOD SHOW CHEDDAR 63GR,702.0,780.0
564,GRANIX FRUTIG C/PASAS X250,1134.0,1260.0
565,GRANIX FRUTIG C/CHIPS x255,1679.4,1866.0
566,GRANIX FRUTIG SALVADO  X250,916.2,1018.0
567,GRANIX FRUTIG SEM.CHIA X240,1102.5,1225.0
568,GRANIX FRUTIG SEM/SESAMO X260,1102.5,1225.0
569,GRANIX FRUTIG F/ROJOS X250,1678.5,1865.0
570,GRANIX FRUTIG TROPICAL X250GS.,1679.4,1866.0
571,GRANIX SESAMO S/SAL X175,711.0,790.0
572,GRANIX CEREAL X185GS.,686.7,763.0
573,GRANIX GRANAGUA SANWICH x600,2109.6,2344.0
574,GRANIX GRANAGUA X200GS.,733.5,815.0
575,GRANIX LINO X185GS.,665.1,739.0
576,GRANIX SALVADO S/SAL X230,817.2,908.0
577,GRANIX SALVADO X135G.,551.7,613.0
578,GRANIX SALVADO X240GS.,886.5,985.0
579,GRANIX SALVADO X720G.,2427.3,2697.0
580,GRANIX SEMOLADA X420GS.,0.0,0.0
581,GRANIX SESAMO X185GS.,696.6,774.0
582,GRANIX SIN SAL X140G.,509.4,566.0
583,GRANIX SIN SAL X185GS.,678.6,754.0
584,GRANIX SIN SAL X555GS.,1922.4,2136.0
585,GRANIX SURTIDO FIESTA X350,1193.4,1326.0
586,GUAYMALLEN NEGRO X40 U ,6688.8,7432.0
587,GUAYMALLEN BLANCO X40 U ,6688.8,7432.0
588,GUAYMALLEN FRUTA X40 U ,6688.8,7432.0
589,GUAYMALLEN TRI BLANCO X24 U,6688.8,7432.0
590,GUAYMALLEN TRI NEGRO X24U ,6688.8,7432.0
591,GUAYMALLEN ORO X24 U ,8403.3,9337.0
592,GUAYMALLE TRIPLE FRUTA X24,6554.7,7283.0
593,*HAMLET BICOLOR X21-,415.8,462.0
594,*HAMLET BLANCO X21-,415.8,462.0
595,*HAMLET CHOCOLATOSO X21-,415.8,462.0
596,*HAMLET ALM. MANI X21-,415.8,462.0
597,*HAMLET LECHE COOKIES X21-,415.8,462.0
598,*HAMLET FRUTILLA X21-,415.8,462.0
599,*HILERET LUQUIDO   X250 ML,0.0,0.0
600,*HILERET LIQUIDO  X500 ML ,0.0,0.0
601,*HILERET AZUCAR LIGTH X250 GR-,931.5,1035.0
602,*HILEREZ AZUCAR LIGTH X500 GR-,1604.7,1783.0
603,HJ BISCUIT X130GS.,702.0,780.0
604,*HELLMANNS X118 GR 20 U-,442.8,492.0
605,*HELLMANNS X237 GR -,859.5,955.0
606,*HELLMASNNS X500 GR -,1537.2,1708.0
607,*HELLMANNS X 1 KG-,2950.2,3278.0
608,HOJALMAR MATERO SALADO X180,544.5,605.0
609,HOJALMAR MATERO SNACK X180,544.5,605.0
610,HOJALMAR PALMERA X150GS,712.8,792.0
611,HOJALMAR TALITA CLASICA X 120GS.,0.0,0.0
612,HOJALMAR TRIANGULO X150,612.0,680.0
613,HOJALMAR TRIANGULO X250,897.3,997.0
614,HOJALMAR VARITA X150GS.,612.0,680.0
615,HOJALMAR VARITA X250GS.,897.3,997.0
616,*PAÑALES HUGGIES ,1350.0,1500.0
617,JORGITO ALF NEGRO X24 U ,12056.4,13396.0
618,JORGITO ALF BLANCO X24 U ,12056.4,13396.0
619,JORGITO ALF FRUTA X24 U ,12056.4,13396.0
620,JORGITO ALF NEGRO X155 ,1538.1,1709.0
621,JORGITO ALF BLANCO X155 ,1538.1,1709.0
622,JORGITO ALF CHO/BLACO X155,1538.1,1709.0
623,JORGITO ALF FRUTA X155,1538.1,1709.0
624,JORGITO ALF MOUSE X155,1538.1,1709.0
625,JORGITO CONITO X 12 U,6825.6,7584.0
626,JORGELIN ALF NEGRO X24 U-,746.1,829.0
627,JORGELIN ALF BLANCO X24 U-,746.1,829.0
628,JORGITO BIZ. GRASA X200,518.4,576.0
629,JORGITO BIZ. GRASA X400,1037.7,1153.0
630,JORGELIN BLANCO 24X90GS,16129.8,17922.0
631,JORGELIN CHOCOLATE 24x90GS.,16129.8,17922.0
632,KING PASTA DE MANI C/CHOC X350,2137.5,2375.0
633,KING PASTA DE MANI X350 ,2137.5,2375.0
634,KING PASTA MANI X485GA.,2397.6,2664.0
635,KOKIS CAÑONC BATATA X200G,0.0,0.0
636,KOKIS CAÑONC BATATA X500G,0.0,0.0
637,KOKIS CAÑONCITO MANZANA X500,0.0,0.0
638,KOKIS CAÑONCITO X200G.,666.9,741.0
639,KOKIS CAÑONCITO X500GS.,1515.6,1684.0
640,KOKIS GALLEGUITA COCO X 500G,1400.4,1556.0
641,KOKIS GALLEGUITA LIMON X500G,1296.0,1440.0
642,KOKIS GALLEGUITA X200G.,562.5,625.0
643,KOKIS GALLEGUITA X500GS,1296.0,1440.0
644,KOKIS MEMBRILLITO COCO X200,0.0,0.0
645,KOKIS MEMBRILLITO COCO X500,0.0,0.0
646,KOKIS MEMBRILLITO X200G,666.9,741.0
647,KOKIS MEMBRILLITO X500G,1516.5,1685.0
648,KOKIS PEPOS C/MEMBRILLO X500,0.0,0.0
649,KOKIS RECITAL OBLEA X3 CHOCOL,643.5,715.0
650,KOKIS RECITAL OBLEA X3 CLASICA,643.5,715.0
651,KOKIS RECITAL OBLEA X3 FRUT,643.5,715.0
652,KOKIS RECITAL OBLEA X3 VAINILLA,643.5,715.0
653,KOKIS RECITAL X100GS. CHANTILLI,433.8,482.0
654,KOKIS RECITAL X100GS. CHOCOLATE,433.8,482.0
655,KOKIS RECITAL X100GS. CLASICA,433.8,482.0
656,KOKIS RECITAL X100GS. FRUTILLA,433.8,482.0
657,KOKIS RECITAL X100GS. VAINILLA,433.8,482.0
658,KRACHITOS X115GS. PAPA TRADICIONAL,1298.7,1443.0
659,KRACHITOS X115GS.PAPA AMERICANA,1298.7,1443.0
660,KRACHITOS X330 PAPAS CHEDDAR,3073.5,3415.0
661,KRACHITOS X420 AMERICANA,3786.3,4207.0
662,KRACHITOS X420 TRADICIONAL,3786.3,4207.0
663,KRACHITOS X500 PALITOS SALADOS,3456.0,3840.0
664,KRACHITOS X55 PAPA CEBOLLA/CREMA,745.2,828.0
665,KRACHITOS X55 PAPAS SIN/SAL,774.0,860.0
666,KRACHITOS X55GS. BASTONCITOS,604.8,672.0
667,KRACHITOS X55GS. JAMON,732.6,814.0
668,KRACHITOS X55GS. PAPA AMERICANA,747.0,830.0
669,KRACHITOS X55GS. PAPA TRADICIONAL,747.0,830.0
670,KRACHITOS X55GS. PAPAS PAY,697.5,775.0
671,KRACHITOS X65GS. PALITOS SALADOS,553.5,615.0
672,KRACHITOS X65GS. PAPA CHEDAR,729.0,810.0
673,KRACHITOS X65GS. PAPA KETCHUP,729.0,810.0
674,KRACHITOS X60GS. CHIZITOS,603.0,670.0
675,*MENTITAS SANDIA X12,2288.7,2543.0
676,*D.R.F.MENTA X12 U-,2142.0,2380.0
677,*D.R.F.NARANJA X 12 U -,2142.0,2380.0
678,*D.R.F MENTOL X12 U -,2142.0,2380.0
679,*D.R.F ANIS X12 U -,2142.0,2380.0
680,*D.R.F LIMON X20 U -,2142.0,2380.0
681,*D.R.F SURTIDA X 24 U -,5040.0,5600.0
682,*D.R.F FRUTOS ROJOS X 12 U -,2142.0,2380.0
683,*D.R.F FRUTOS CITRICOS X12 U -,2142.0,2380.0
684,*YIPI PASTILLA X12-,1932.3,2147.0
685,*MENTITAS KIDS X12U. BANANA-,0.0,0.0
686,*MENTITAS KIDS X12U. D/LECHE-,0.0,0.0
687,*MENTITAS KIDS X12U. TUTTI-,0.0,0.0
688,*AMBRO MENTITAS CHERRY X12-,2288.7,2543.0
689,*AMBRO MENTITAS D/LECHE X12-,2288.7,2543.0
690,*AMBRO MENTITAS DUO X12-,2288.7,2543.0
691,*AMBRO MENTITAS FRUTALES X12-,2288.7,2543.0
692,*AMBRO MENTITAS MENTA X12-,2288.7,2543.0
693,*BULL DOG X12U EXTREME LIMON-,2482.2,2758.0
694,*BULL DOG X12U MANDARINA-,2482.2,2758.0
695,*BULL DOG X12U MANZANA-,2482.2,2758.0
696,*BULL DOG X12U SANDIA-,2482.2,2758.0
697,*BULL DOG X12U TUTI-FRUTI-,2482.2,2758.0
698,*BULL DOG X12U UVA-,2482.2,2758.0
699,*BULL DOG  X12U MIX UVA-MANDAR-,2482.2,2758.0
700,*BULL DOG X12U MIX SANDIA-MANZ-,2482.2,2758.0
701,*BULL DOG X12U MIX TUTI-LIMON-,2482.2,2758.0
702,*GOTITA DE AMOR -,2390.4,2656.0
703,*RING POP X24U.-,5760.0,6400.0
704,*RING POP X12U-,2980.8,3312.0
705,LA VIRG  CAFE SAQ. 20X5GS.,3429.9,3811.0
706,LA VIRG CAFE  SAQ. 20UX7GS.,5418.0,6020.0
707,LA VIRG CAFE INS. X100G,3132.0,3480.0
708,LA VIRG CAFE INS. X170G,5132.7,5703.0
709,LA VIRG CAFE INS. X50GS,1950.3,2167.0
710,LA VIRG CAFE SUAVE X170,5131.8,5702.0
711,LA VIRG CAFE SUAVE X50,1950.3,2167.0
712,LA VIRG CAFE X125GS.,2393.1,2659.0
713,LA VIRG CAFE X250GS. ,4281.3,4757.0
714,LA VIRG CAFE X500GS. ,8561.7,9513.0
715,LA VIRG CAP. D D/L X155 D/P,3445.2,3828.0
716,LA VIRG CAP. MOUSE X155 D/P,3445.2,3828.0
717,LA VIRG CAP. VAINILLA X155 DP,3445.2,3828.0
718,LA VIRG CAPPUC.  MOUSSE SAQ. X10U.,4153.5,4615.0
719,LA VIRG CAPPUC. CLASICO SAQ. X10U,3445.2,3828.0
720,LA VIRG CORTADO X10 SAQ.,0.0,0.0
721,LA VIRG ESPRESO 10X6GS.,0.0,0.0
722,LA VIRG TE BOLDO X25SAQ,1349.1,1499.0
723,LA VIRG TE C/LIMON X25 SAQ,1306.8,1452.0
724,LA VIRG TE CANELA X25 SAQ,1216.8,1352.0
725,LA VIRG TE CEDRON X25 SAQ,1323.0,1470.0
726,LA VIRG TE CHAI X20SAQ.,1252.8,1392.0
727,LA VIRG TE DURAZNO X25 SAQ,1192.5,1325.0
728,LA VIRG TE FRUT/TROP X25SAQ.,1403.1,1559.0
729,LA VIRG TE FRUTILLA  X25 SAQ,1252.8,1392.0
730,LA VIRG TE JAZMIN X20SAQ.,1207.8,1342.0
731,LA VIRG TE M/N/POM X25 SAQ,1403.1,1559.0
732,LA VIRG TE MANZ/ANIS X25SAQ,1442.7,1603.0
733,LA VIRG TE MANZANA/CANELA X20SAQ.,1403.1,1559.0
734,LA VIRG TE MANZANILLA X25SAQ,1161.0,1290.0
735,LA VIRG TE MARACUYA X20SAQ.,1403.1,1559.0
736,LA VIRG TE MEZCLA HIERBAS X25SAQ,1308.6,1454.0
737,LA VIRG TE MOS/MANZ X25SAQ,1818.0,2020.0
738,LA VIRG TE MTA/PEPE. X25SAQ,1083.6,1204.0
739,LA VIRG TE ROJO X25 SAQ,1207.8,1342.0
740,LA VIRG TE SAQ  X25U. F/RAPIDO,703.8,782.0
741,LA VIRG TE SAQ. X50U. ,1394.1,1549.0
742,LA VIRG TE TILO C/MANZ-,1321.2,1468.0
743,LA VIRG TE TILO X25SAQ.,1837.8,2042.0
744,LA VIRG TE VERDE C/CITRUS X25SAQ,1206.9,1341.0
745,LA VIRG TE VERDE X25SAQ,1063.8,1182.0
746,LA VIRG TE X100SAQ. F/R,0.0,0.0
747,LA VIRGINIA CAP. LIGHT SAQ. X10U.,3456.9,3841.0
748,LEIVA FAMIL X300G SANDW LIGHT,819.0,910.0
749,LEIVA FAMIL. X300g. SANDWICH,819.0,910.0
750,LEIVA FAMIL. x300g. SIN SAL,792.0,880.0
751,LEIVA FAMIL. x330g. SALVADO,900.0,1000.0
752,LEIVA LECHE X260GS.,1006.2,1118.0
753,LEIVA MARIN LIGHT X420G,0.0,0.0
754,LEIVA MARINERA X420GS.,0.0,0.0
755,LEIVA SALVADO TRIPACK X420GS.,0.0,0.0
756,LEIVA TOSTADA X150 CLASICA,849.6,944.0
757,LEIVA TOSTADA X150 DULCE,849.6,944.0
758,LEIVA TOSTADA X150 SIN SAL,849.6,944.0
759,LEQ PAPA AMERICANA X100,0.0,0.0
760,LEQ PAPA AMERICANA X480,0.0,0.0
761,LEQ PAPA ESPAÑOLA X100G,1027.8,1142.0
762,LEQ PAPA ESPAÑOLA X280GS.,2860.2,3178.0
763,LEQ PAPA ESPAÑOLA X480GS.,4275.0,4750.0
764,LEQ PAPA ESPAÑOLA X65GS.,717.3,797.0
765,*LEVITE POMELO X50O-,509.4,566.0
766,*LEVITE NARANJA X500 -,509.4,566.0
767,*LEVITE PERA X500-,509.4,566.0
768,*LEVITE MANZANA X5OO -,509.4,566.0
769,*LHER. CHUPETON-CITO X12-,4501.8,5002.0
770,*LHER. PICO DULCE 48X15G-,5545.8,6162.0
771,*LHER. CARAMELO PICO D DURO-,3582.0,3980.0
772,*LHER. CARAMELO PICO DUL MASTICABLE-,2365.2,2628.0
773,*LHER. BABY DOLL 18X4U.-,6049.8,6722.0
774,*LHER. BABY DOLL ACIDO 18X4U-,6534.0,7260.0
775,*LHER. BABY DOLL 18X4U SORPRESA-,0.0,0.0
776,*LIA SAPITO X24U MANI-,3855.6,4284.0
777,*LIA SAPITO X24U. CHOCOLATOSO-,3855.6,4284.0
778,*LIA SAPITO X24U. DULCE D/LECHE-,3855.6,4284.0
779,*LIA SAPITO X24U. BLANCO-,3855.6,4284.0
780,*LIA SAPITO X24 FRUTILLA-,3855.6,4284.0
781,*LIA MEDIA TARDE SANDWICH-,993.6,1104.0
782,*LIA MEDIA TARDE X315G.-,809.1,899.0
783,*LIPO BOLON ANIS X900G.-,3254.4,3616.0
784,*LIPO BOLON CEREZA AZUC. X900-,3254.4,3616.0
785,*LIPO BOLON C-LECHE X900-,3254.4,3616.0
786,*LIPO BOLON COCO X900G.-,3254.4,3616.0
787,*LIPO BOLON DEPORLIPO X900-,3254.4,3616.0
788,*LIPO BOLON EUCALIPTO AZUC. X900-,3254.4,3616.0
789,*LIPO BOLON MENTA X900G.-,3254.4,3616.0
790,*LIPO CAPULLITAS X900G.-,3254.4,3616.0
791,*LIPO GAJITOS X900G.-,3254.4,3616.0
792,*LIPO MIEL X800GS.-,3254.4,3616.0
793,*LIPO PRALINE X900G.-,3254.4,3616.0
794,*LIPO SUPER ACIDOS X900G-,3254.4,3616.0
795,*LIPO TRONQUITO SURTIDO X800-,3254.4,3616.0
796,*LIPO VIENA X900G.-,3254.4,3616.0
797,CEREALKO NACHOS KETCHUP ,920.7,1023.0
798,CEREALKO NACHOS QUESO,920.7,1023.0
799,CEREALKO NACHOS X150,1206.0,1340.0
800,CEREALKO NACHOS X250,1690.2,1878.0
801,CEREALKO NACHOS X90,855.0,950.0
802,MADINA CUBANITO 20X150GR,16949.7,18833.0
803,MAFALDA TRIANGULO X150GR,519.3,577.0
804,MAFALDA VARITA X150GR,519.3,577.0
805,*DETERGENTE MAGISTRAL x300ml x21u-,1330.2,1478.0
806,MANIERI GLUT SALV. S/SAL 12X200,7417.8,8242.0
807,MANIERI GLUTEN DULCE 12X200,7417.8,8242.0
808,MANIERI GLUTEN MESA 12X200,7418.7,8243.0
809,MANIERI GLUTEN S/SAL 12X200,7417.8,8242.0
810,MANIERI GLUTEN SALVADO 12X200,7417.8,8242.0
811,MANIERI LIGHT 12X200,8406.9,9341.0
812,MAURI FAUNA X150GS.,387.49,430.54
813,MAURI FAUNA X400GS.,997.2,1108.0
814,MAURI VAINILLA X160GS.,642.6,714.0
815,MAURI VAINILLA X320GS.,1242.0,1380.0
816,MAURI VAINILLA X80GS.,292.0,324.45
817,*MENTOS MENTA X20 U -,5436.0,6040.0
818,*MENTOS MAGIC X20 U-,5436.0,6040.0
819,*MENTOS FRUTILLA X 20 U -,5436.0,6040.0
820,*MENTOS FRUTA FRUT X20 U -,5436.0,6040.0
821,*MENTOS TUTI FRUTI X 20 U -,5436.0,6040.0
822,*MILKA OREO CHOCO X100 IMPORTADO-,2646.0,2940.0
823,*MILKA OREO BROWNIE X100 IMPORTADO-,2646.0,2940.0
824,*MILKA CHOCO OREO IMPORTADO X300 -,7650.0,8500.0
825,*MILKA CHOCO GALLE IMPORTADO X 300 -,7650.0,8500.0
826,*MILKA ALMENDRA X55GR,1422.0,1580.0
827,*MILKA LILA GO OREO X36U,900.0,1000.0
828,*MISKY GOMA FANTASIA X1K-,5020.2,5578.0
829,*MISKY JELLY ROLL X1KG.-,5020.2,5578.0
830,ROMPE MUELAS X50U.-,0.0,0.0
831,*SUGUS ESTUCHE X6U. CLASICO-,720.0,800.0
832,*SUGUS X700G.-,4098.6,4554.0
833,*SUGUS MAX X70 FRUTILLA-,3663.9,4071.0
834,*SUGUS MAX X70 SANDIA-,3663.9,4071.0
835,*SUGUS MAX X70 TUTI-FRUTI-,3663.9,4071.0
836,*SUGUS MAX X70 UVA-,3663.9,4071.0
837,*MISKY CHOCOLATIN NEGRO 25 gr x30u-,13455.0,14950.0
838,*MISKY CHOCOLATIN BLANCO 25gr x30u-,13455.0,14950.0
839,*MISKY CHOCOLATIN NEGRO 8gr-,3883.5,4315.0
840,*MISKY CHOCOLATIN BLANCO 8gr-,3883.5,4315.0
841,*MISKY TURRON MANI 50X30-,6106.5,6785.0
842,*LIA ALKA CHERRY X800GS.-,5796.0,6440.0
843,*LIA ALKA CREMOSO X880-,5796.0,6440.0
844,*LIA ALKA EUCALIP X800-,5796.0,6440.0
845,*LIA ALKA MENTA X800GS.-,5796.0,6440.0
846,*LIA ALKA STRONG X800GS.-,5796.0,6440.0
847,*LIA ALKA SURTIDO X800GS-,5796.0,6440.0
848,*MISKY ROLLO X 12 U -,2403.0,2670.0
849,*MISKY MASTICABLE-,3912.3,4347.0
850,*STANI BELDENT X20 FRUTILLA -,7245.0,8050.0
851,*STANI BELDENT X20 MENTA,7245.0,8050.0
852,*STANI BELDENT X20 MENTOL-,7245.0,8050.0
853,*STANI BELDENT X20 NEGRO-,7245.0,8050.0
854,*STANI BELDENT X20 TUTI-FRUTI-,7245.0,8050.0
855,*STANI BELDENT X20 SANDIA-,7245.0,8050.0
856,*STANI BELDENT INFINIT AZUL X 14,13816.8,15352.0
857,*STANI BELDENT INFINIT VERDE X 14,13816.8,15352.0
858,*STANI BELDENT INFINIT NARANJA X 14,13816.8,15352.0
859,*STANI BELDENT INFINIT TUTI X 14,13816.8,15352.0
860,*BAZOOKA TUTI FRUTI X120 U -,3559.5,3955.0
861,*BAZOOKA MENTA X120 U -,3559.5,3955.0
862,*BUBBALOO UVA X60 U -,3881.7,4313.0
863,*BUBBALOO FRUTILLA X60 U -,3881.7,4313.0
864,*BUBBALOO TUTI FRUTI X60 U -,3881.7,4313.0
865,*BUBBALOO MENTA X60 U -,3881.7,4313.0
866,*STANI MIEL Y MENTA X12 U-,5998.5,6665.0
867,*STANI MIEL Y LIMON X12 U-,5998.5,6665.0
868,*HALLS CHERRY X 12 U-,5998.5,6665.0
869,*HALLS MIEL X12 U-,5998.5,6665.0
870,*HALLS MENTA X12U-,5998.5,6665.0
871,*HALLS COLOR X12 U -,0.0,0.0
872,*HALLS AZUL X12 U -,5998.5,6665.0
873,*HALLS SANDIA X12 U-,5998.5,6665.0
874,*VITA-C FRUTILLA HALLS X12 U-,5998.5,6665.0
875,*VITA-C NARANJA HALLS X12 U -,5998.5,6665.0
876,*HALLS NEGRO X12 U -,5998.5,6665.0
877,*HALLS FREE VERDE X12U,7173.0,7970.0
878,*HALLS FREE ROJA X12 U ,7173.0,7970.0
879,*CLIGHT FRAMBUESA X12 U ,7131.6,7924.0
880,*CLIGHT NARANJA X12 U ,7131.6,7924.0
881,*MILKA BON O BON MILKA OREO X13 U-,0.0,0.0
882,*MILKA ALF TRIPLE MOUSSE X1 U -,855.0,950.0
883,*MILKA ALF TRIPLE BLANCO X1 U -,855.0,950.0
884,*SHOT ALF TRIPLE X1 U-,855.0,950.0
885,*OREO ALF TRIPLE X1 U -,855.0,950.0
886,*MILKA ALF TORTA OREO X1 U -,855.0,950.0
887,*MILKA ALF DULCE DE LECHE TRIPLE X1 U -,855.0,950.0
888,*TERRABUSI ALFA DULCE DE LECHE TRIPLE X1 U -,855.0,950.0
889,*TERRABUSI ALFA TORTA TRIPLE X1 U -,855.0,950.0
890,*PEPITOS ALFA TRIPLE X1 U -,855.0,950.0
891,*OREO BAÑADA NEGRA-,0.0,0.0
892,*OREO BAÑADA BLANCA -,0.0,0.0
893,*STANI LENGUETAZO TUTI X32,3721.5,4135.0
